Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Dennis,2017-07-17 05:17:07,00:16:29,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 1: Moscow Mule (Episode 8),,Roku 3 Set Top Box,00:57:32,00:57:32,US (United States)
Dennis,2017-07-14 20:44:36,00:40:50,,Orange Is the New Black: Season 1: Moscow Mule (Episode 8),,Roku 3 Set Top Box,00:41:04,Not latest view,US (United States)
Dennis,2017-07-14 20:13:18,00:31:15,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 1: Blood Donut (Episode 7),,Roku 3 Set Top Box,00:55:47,00:55:47,US (United States)
Dennis,2017-07-13 05:38:07,00:03:25,,Castlevania: Season 1: Monument (Episode 4),,Chrome PC (Cadmium),00:20:07,Not latest view,US (United States)
Dennis,2017-07-12 11:09:31,00:16:24,,Castlevania: Season 1: Monument (Episode 4),,Apple iPhone 6,00:16:42,Not latest view,US (United States)
Dennis,2017-07-12 11:02:29,00:06:59,,Castlevania: Season 1: Labyrinth (Episode 3),,Apple iPhone 6,00:22:21,Not latest view,US (United States)
Dennis,2017-07-12 05:36:07,00:13:17,,Castlevania: Season 1: Labyrinth (Episode 3),,Chrome PC (Cadmium),00:15:27,Not latest view,US (United States)
Dennis,2017-07-11 11:31:10,00:02:13,,Castlevania: Season 1: Labyrinth (Episode 3),,Apple iPhone 6,00:02:24,Not latest view,US (United States)
Dennis,2017-07-11 11:09:31,00:21:37,,Castlevania: Season 1: Necropolis (Episode 2),,Apple iPhone 6,00:21:38,Not latest view,US (United States)
Dennis,2017-07-11 10:58:29,00:11:00,,Castlevania: Season 1: Witchbottle (Episode 1),,Apple iPhone 6,00:23:31,Not latest view,US (United States)
Dennis,2017-07-10 23:58:59,00:12:37,,Castlevania: Season 1: Witchbottle (Episode 1),,Apple iPhone 6,00:12:38,Not latest view,US (United States)
Dennis,2017-07-07 20:25:03,00:21:23,,Little Witch Academia: Season 1: Samhain Magic Festival (Episode 13),,Chrome PC (Cadmium),00:24:42,00:24:42,US (United States)
Dennis,2017-07-07 20:12:41,00:12:17,,Little Witch Academia: Season 1: What You Will (Episode 12),,Chrome PC (Cadmium),00:22:33,00:22:33,US (United States)
Dennis,2017-07-07 20:12:36,00:00:03,,Little Witch Academia: Season 1: Blue Moon (Episode 11),,Chrome PC (Cadmium),00:12:30,00:12:30,US (United States)
Dennis,2017-07-07 09:33:31,00:09:06,,Little Witch Academia: Season 1: What You Will (Episode 12),,Apple iPhone 6,00:10:29,Not latest view,US (United States)
Dennis,2017-07-06 21:48:02,00:23:16,,Orange Is the New Black: Season 1: Blood Donut (Episode 7),,Roku 3 Set Top Box,00:24:32,Not latest view,US (United States)
Dennis,2017-07-06 21:05:24,00:41:46,,Orange Is the New Black: Season 1: WAC Pack (Episode 6),,Roku 3 Set Top Box,00:55:17,00:55:17,US (United States)
Dennis,2017-07-06 19:43:43,00:04:57,,Little Witch Academia: Season 1: Blue Moon (Episode 11),,Chrome PC (Cadmium),00:12:27,Not latest view,US (United States)
Dennis,2017-07-06 19:43:21,00:00:19,,Little Witch Academia: Season 1: Samhain Magic Festival (Episode 13),,Chrome PC (Cadmium),00:00:30,Not latest view,US (United States)
Dennis,2017-07-06 17:12:19,00:53:22,,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Roku 3 Set Top Box,00:54:36,Not latest view,US (United States)
Dennis,2017-07-06 16:50:19,00:21:57,,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Roku 3 Set Top Box,00:57:33,00:57:33,US (United States)
Dennis,2017-07-06 16:49:56,00:00:06,,Orange Is the New Black: Season 1: WAC Pack (Episode 6),,Roku 3 Set Top Box,00:13:31,Not latest view,US (United States)
Dennis,2017-07-06 16:49:10,00:00:30,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 1: WAC Pack (Episode 6),,Roku 3 Set Top Box,00:13:55,Not latest view,US (United States)
Dennis,2017-07-06 11:11:06,00:00:04,,Little Witch Academia: Season 1: Samhain Magic Festival (Episode 13),,Apple iPhone 6,00:00:15,Not latest view,US (United States)
Dennis,2017-07-06 10:46:41,00:24:22,,Little Witch Academia: Season 1: What You Will (Episode 12),,Apple iPhone 6,00:24:23,Not latest view,US (United States)
Dennis,2017-07-06 10:24:58,00:21:33,,Little Witch Academia: Season 1: Blue Moon (Episode 11),,Apple iPhone 6,00:23:08,Not latest view,US (United States)
Dennis,2017-07-06 10:03:46,00:21:01,,Little Witch Academia: Season 1: Bee Affection (Episode 10),,Apple iPhone 6,00:22:43,00:22:43,US (United States)
Dennis,2017-07-06 09:59:01,00:04:23,,Little Witch Academia: Season 1: Undead Travelogue (Episode 9),,Apple iPhone 6,00:22:45,00:22:45,US (United States)
Dennis,2017-07-06 01:16:11,00:12:11,,Orange Is the New Black: Season 1: WAC Pack (Episode 6),,Roku 3 Set Top Box,00:13:26,Not latest view,US (United States)
Dennis,2017-07-06 00:23:06,00:53:02,,Orange Is the New Black: Season 1: The Chickening (Episode 5),,Roku 3 Set Top Box,00:53:20,00:53:20,US (United States)
Dennis,2017-07-06 00:22:22,00:00:01,Autoplayed: user action: Unspecified; ,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Roku 3 Set Top Box,00:35:38,Not latest view,US (United States)
Dennis,2017-07-05 20:34:02,00:03:03,,Little Witch Academia: Season 1: Undead Travelogue (Episode 9),,Chrome PC (Cadmium),00:18:31,Not latest view,US (United States)
Dennis,2017-07-05 20:12:05,00:35:21,Autoplayed: user action: Unspecified; ,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Roku 3 Set Top Box,00:35:37,Not latest view,US (United States)
Dennis,2017-07-05 07:38:00,00:07:31,,Little Witch Academia: Season 1: Undead Travelogue (Episode 9),,Apple iPhone 6,00:15:28,Not latest view,US (United States)
Dennis,2017-07-04 09:00:01,00:06:14,,Little Witch Academia: Season 1: Undead Travelogue (Episode 9),,Apple iPhone 6,00:07:52,Not latest view,US (United States)
Dennis,2017-07-03 13:26:26,00:24:59,,Little Witch Academia: Season 1: Samhain Magic Festival (Episode 13),,Apple iPhone 6,00:25:10,Not latest view,US (United States)
Dennis,2017-07-03 13:02:02,00:24:22,,Little Witch Academia: Season 1: What You Will (Episode 12),,Apple iPhone 6,00:24:23,Not latest view,US (United States)
Dennis,2017-07-03 12:39:02,00:22:57,,Little Witch Academia: Season 1: Blue Moon (Episode 11),,Apple iPhone 6,00:23:08,Not latest view,US (United States)
Dennis,2017-07-03 12:16:04,00:22:57,,Little Witch Academia: Season 1: Bee Affection (Episode 10),,Apple iPhone 6,00:23:08,Not latest view,US (United States)
Dennis,2017-07-03 11:54:28,00:21:27,,Little Witch Academia: Season 1: Undead Travelogue (Episode 9),,Apple iPhone 6,00:23:08,Not latest view,US (United States)
Dennis,2017-07-03 11:29:24,00:21:41,,Little Witch Academia: Season 1: Akko's Adventure in Sucyworld (Episode 8),,Apple iPhone 6,00:23:03,00:23:03,US (United States)
Dennis,2017-07-03 10:37:00,00:21:09,,Little Witch Academia: Season 1: Orange Submariner (Episode 7),,Apple iPhone 6,00:22:43,00:22:43,US (United States)
Dennis,2017-07-03 10:15:30,00:21:15,,Little Witch Academia: Season 1: The Fountain (Episode 6),,Apple iPhone 6,00:22:43,00:22:43,US (United States)
Dennis,2017-07-03 09:54:23,00:20:56,,Little Witch Academia: Season 1: Pact of the Dragon (Episode 5),,Apple iPhone 6,00:22:44,00:22:44,US (United States)
Dennis,2017-07-03 06:26:34,00:21:14,,Little Witch Academia: Season 1: Night Fall (Episode 4),,Chrome PC (Cadmium),00:22:39,00:22:39,US (United States)
Dennis,2017-07-03 06:05:20,00:21:12,,Little Witch Academia: Season 1: Don't Stop Me Now (Episode 3),,Chrome PC (Cadmium),00:22:38,00:22:38,US (United States)
Dennis,2017-07-03 05:44:38,00:20:37,,Little Witch Academia: Season 1: Papiliodia (Episode 2),,Chrome PC (Cadmium),00:22:45,00:22:45,US (United States)
Dennis,2017-07-03 04:52:02,00:29:12,,Little Witch Academia: Season 1: Starting Over (Episode 1),,Chrome PC (Cadmium),00:22:47,00:22:47,US (United States)
Dennis,2017-06-30 15:17:01,00:56:47,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Roku 3 Set Top Box,00:58:09,00:58:09,US (United States)
Dennis,2017-06-30 15:16:02,00:00:05,Autoplayed: user action: None; ,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Roku 3 Set Top Box,00:00:05,Not latest view,US (United States)
Dennis,2017-06-27 19:32:09,00:00:02,,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Roku 3 Set Top Box,00:00:06,Not latest view,US (United States)
Dennis,2017-06-27 18:36:14,00:55:53,,Orange Is the New Black: Season 5: Pissters! (Episode 3),,Roku 3 Set Top Box,00:55:57,00:55:57,US (United States)
Dennis,2017-06-27 17:40:35,00:48:47,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Roku 3 Set Top Box,00:49:54,00:49:54,US (United States)
Dennis,2017-06-27 16:53:20,00:47:00,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:50:11,Not latest view,US (United States)
Dennis,2017-06-27 16:53:02,00:00:04,Autoplayed: user action: None; ,Orange Is the New Black: Season 1: The Chickening (Episode 5),,Roku 3 Set Top Box,00:00:04,Not latest view,US (United States)
Dennis,2017-06-20 23:51:24,00:00:06,,Orange Is the New Black: Season 1: The Chickening (Episode 5),,Roku 3 Set Top Box,00:00:20,Not latest view,US (United States)
Dennis,2017-06-20 22:58:03,00:53:15,,Orange Is the New Black: Season 1: Imaginary Enemies (Episode 4),,Roku 3 Set Top Box,00:53:15,00:53:15,US (United States)
Dennis,2017-06-20 22:56:48,00:00:06,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 1: I Wasn't Ready (Episode 1),,Roku 3 Set Top Box,00:00:06,Not latest view,US (United States)
Dennis,2017-06-19 20:35:32,00:00:04,,That '70s Show: Season 6: The Kids Are Alright (Episode 1),,Roku 3 Set Top Box,00:00:04,Not latest view,US (United States)
Dennis,2017-06-19 20:11:57,00:23:08,,That '70s Show: Season 5: Celebration Day (Episode 25),,Roku 3 Set Top Box,00:21:58,Not latest view,US (United States)
Dennis,2017-06-19 20:06:11,00:05:24,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: Immigrant Song (Episode 24),,Roku 3 Set Top Box,00:21:57,Not latest view,US (United States)
Dennis,2017-06-18 08:26:16,00:01:50,,Unbreakable Kimmy Schmidt: Season 3: Kimmy Gets Divorced?! (Episode 1),,Apple iPhone 6,00:08:59,00:08:59,US (United States)
Dennis,2017-06-18 01:40:27,00:06:39,,Unbreakable Kimmy Schmidt: Season 3: Kimmy Gets Divorced?! (Episode 1),,Chrome PC (Cadmium),00:07:25,Not latest view,US (United States)
Dennis,2017-06-17 20:52:58,00:49:48,,Orange Is the New Black: Season 5: Storm-y Weather (Episode 13),,Chrome PC (Cadmium),00:51:25,Not latest view,US (United States)
Dennis,2017-06-17 20:22:00,00:27:24,,Orange Is the New Black: Season 5: Tattoo You (Episode 12),,Chrome PC (Cadmium),00:57:48,Not latest view,US (United States)
Dennis,2017-06-17 19:29:15,00:28:27,Autoplayed: user action: None; ,Orange Is the New Black: Season 5: Tattoo You (Episode 12),,Chrome PC (Cadmium),00:30:24,Not latest view,US (United States)
Dennis,2017-06-17 18:30:37,00:47:02,,Orange Is the New Black: Season 5: Breaking the Fiberboard Ceiling (Episode 11),,Chrome PC (Cadmium),00:52:11,Not latest view,US (United States)
Dennis,2017-06-17 18:24:54,00:05:35,,Orange Is the New Black: Season 5: The Reverse Midas Touch (Episode 10),,Chrome PC (Cadmium),00:55:15,Not latest view,US (United States)
Dennis,2017-06-17 06:07:13,00:39:24,,Orange Is the New Black: Season 5: The Reverse Midas Touch (Episode 10),,Chrome PC (Cadmium),00:45:29,Not latest view,US (United States)
Dennis,2017-06-17 05:10:39,00:50:53,,Orange Is the New Black: Season 5: The Tightening (Episode 9),,Chrome PC (Cadmium),00:51:52,Not latest view,US (United States)
Dennis,2017-06-17 03:51:59,00:52:58,,Orange Is the New Black: Season 5: Tied to the Tracks (Episode 8),,Chrome PC (Cadmium),00:54:06,Not latest view,US (United States)
Dennis,2017-06-17 03:40:08,00:11:45,,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Chrome PC (Cadmium),00:55:42,Not latest view,US (United States)
Dennis,2017-06-16 22:15:47,00:32:46,,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Chrome PC (Cadmium),00:43:28,Not latest view,US (United States)
Dennis,2017-06-16 07:09:52,00:03:47,,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Apple iPhone 6,00:09:16,Not latest view,US (United States)
Dennis,2017-06-16 06:44:41,00:04:57,Autoplayed: user action: None; ,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Chrome PC (Cadmium),00:05:50,Not latest view,US (United States)
Dennis,2017-06-16 05:47:12,00:44:38,Autoplayed: user action: None; ,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Chrome PC (Cadmium),00:54:39,Not latest view,US (United States)
Dennis,2017-06-16 04:50:37,00:56:03,,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Chrome PC (Cadmium),00:57:29,Not latest view,US (United States)
Dennis,2017-06-16 01:35:08,00:49:48,,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Chrome PC (Cadmium),00:58:05,Not latest view,US (United States)
Dennis,2017-06-15 23:32:20,00:04:45,Autoplayed: user action: None; ,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Chrome PC (Cadmium),00:05:57,Not latest view,US (United States)
Dennis,2017-06-15 22:07:04,00:51:37,,Orange Is the New Black: Season 5: Pissters! (Episode 3),,Chrome PC (Cadmium),00:55:57,Not latest view,US (United States)
Dennis,2017-06-15 22:06:41,00:00:19,,Orange Is the New Black: Season 1: Lesbian Request Denied (Episode 3),,Chrome PC (Cadmium),00:32:28,00:32:28,US (United States)
Dennis,2017-06-15 18:39:32,00:31:06,,Orange Is the New Black: Season 1: Lesbian Request Denied (Episode 3),,Roku 3 Set Top Box,00:32:09,Not latest view,US (United States)
Dennis,2017-06-15 17:37:36,00:50:39,,Orange Is the New Black: Season 1: Tit Punch (Episode 2),,Roku 3 Set Top Box,00:50:53,00:50:53,US (United States)
Dennis,2017-06-15 16:47:15,00:50:16,,Orange Is the New Black: Season 1: I Wasn't Ready (Episode 1),,Roku 3 Set Top Box,00:50:06,Not latest view,US (United States)
Dennis,2017-06-15 16:45:06,00:00:02,Autoplayed: user action: Unspecified; ,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Roku 3 Set Top Box,00:12:11,Not latest view,US (United States)
Dennis,2017-06-15 16:33:44,00:48:39,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Apple iPhone 6,00:49:52,Not latest view,US (United States)
Dennis,2017-06-15 16:25:10,00:08:30,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Apple iPhone 6,00:50:10,Not latest view,US (United States)
Dennis,2017-06-15 07:52:17,00:40:34,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Apple iPhone 6,00:41:39,Not latest view,US (United States)
Dennis,2017-06-14 21:44:58,00:00:04,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:07:43,Not latest view,US (United States)
Dennis,2017-06-14 21:44:48,00:00:01,Autoplayed: user action: None; ,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Roku 3 Set Top Box,00:21:22,Not latest view,US (United States)
Dennis,2017-06-14 21:23:51,00:20:46,,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Roku 3 Set Top Box,00:21:22,Not latest view,US (United States)
Dennis,2017-06-14 20:27:02,00:56:44,,"Orange Is the New Black: Season 5: Sing It, White Effie (Episode 5)",,Roku 3 Set Top Box,00:57:33,Not latest view,US (United States)
Dennis,2017-06-14 20:01:07,00:25:48,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Roku 3 Set Top Box,00:58:10,Not latest view,US (United States)
Dennis,2017-06-14 19:44:18,00:16:34,,That '70s Show: Season 5: Immigrant Song (Episode 24),,Roku 3 Set Top Box,00:16:34,Not latest view,US (United States)
Dennis,2017-06-14 19:22:04,00:21:54,,That '70s Show: Season 5: Nobody's Fault But Mine (Episode 23),,Roku 3 Set Top Box,00:21:56,Not latest view,US (United States)
Dennis,2017-06-14 18:59:45,00:21:55,,That '70s Show: Season 5: You Shook Me (Episode 22),,Roku 3 Set Top Box,00:21:55,Not latest view,US (United States)
Dennis,2017-06-14 18:37:33,00:21:52,,That '70s Show: Season 5: Trampled Under Foot (Episode 21),,Roku 3 Set Top Box,00:21:52,Not latest view,US (United States)
Dennis,2017-06-14 18:15:17,00:21:55,,That '70s Show: Season 5: No Quarter (Episode 20),,Roku 3 Set Top Box,00:21:55,Not latest view,US (United States)
Dennis,2017-06-14 17:53:30,00:21:25,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: Bring It on Home (Episode 19),,Roku 3 Set Top Box,00:21:25,Not latest view,US (United States)
Dennis,2017-06-13 20:44:05,00:31:07,,Orange Is the New Black: Season 5: Litchfield's Got Talent (Episode 4),,Roku 3 Set Top Box,00:32:22,Not latest view,US (United States)
Dennis,2017-06-13 19:47:02,00:55:53,,Orange Is the New Black: Season 5: Pissters! (Episode 3),,Roku 3 Set Top Box,00:55:57,Not latest view,US (United States)
Dennis,2017-06-13 18:58:32,00:48:27,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Roku 3 Set Top Box,00:49:53,Not latest view,US (United States)
Dennis,2017-06-13 18:57:41,00:00:07,Autoplayed: user action: None; ,Orange Is the New Black: Season 5: Tied to the Tracks (Episode 8),,Roku 3 Set Top Box,00:00:07,Not latest view,US (United States)
Dennis,2017-06-12 05:00:00,00:17:27,,American Dad!: Season 3: Big Trouble in Little Langley (Episode 4),,Chrome PC (Cadmium),00:21:20,00:21:20,US (United States)
Dennis,2017-06-12 02:49:35,00:54:21,Autoplayed: user action: None; ,"Orange Is the New Black: Season 5: Full Bush, Half Snickers (Episode 7)",,Edge (Cadmium),00:55:38,Not latest view,US (United States)
Dennis,2017-06-12 02:04:49,00:41:00,,"Orange Is the New Black: Season 5: Flaming Hot Cheetos, Literally (Episode 6)",,Edge (Cadmium),00:54:38,Not latest view,US (United States)
Dennis,2017-06-12 00:41:10,00:00:17,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Roku 3 Set Top Box,00:01:27,Not latest view,US (United States)
Dennis,2017-06-12 00:37:19,00:00:08,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:07:39,Not latest view,US (United States)
Dennis,2017-06-12 00:37:07,00:00:04,,"Orange Is the New Black: Season 5: F*ck, Marry, Frieda (Episode 2)",,Roku 3 Set Top Box,00:00:08,Not latest view,US (United States)
Dennis,2017-06-11 23:54:36,00:42:27,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:50:11,Not latest view,US (United States)
Dennis,2017-06-11 23:43:50,00:04:23,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:07:46,Not latest view,US (United States)
Dennis,2017-06-11 23:40:01,00:03:24,Autoplayed: user action: Unspecified; ,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:03:24,Not latest view,US (United States)
Dennis,2017-06-11 23:17:34,00:21:46,,"That '70s Show: Season 5: Hey, Hey What Can I Do? (Episode 18)",,Roku 3 Set Top Box,00:21:46,Not latest view,US (United States)
Dennis,2017-06-11 23:14:02,00:02:21,,American Dad!: Season 3: Big Trouble in Little Langley (Episode 4),,Chrome PC (Cadmium),00:03:10,Not latest view,US (United States)
Dennis,2017-06-11 22:55:28,00:21:46,,That '70s Show: Season 5: The Battle of Evermore (Episode 17),,Roku 3 Set Top Box,00:21:46,Not latest view,US (United States)
Dennis,2017-06-11 22:32:56,00:22:07,,That '70s Show: Season 5: Whole Lotta Love (Episode 16),,Roku 3 Set Top Box,00:21:57,Not latest view,US (United States)
Dennis,2017-06-11 22:11:03,00:21:31,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: When the Levee Breaks (Episode 15),,Roku 3 Set Top Box,00:21:31,Not latest view,US (United States)
Dennis,2017-06-11 22:10:42,00:00:12,,Orange Is the New Black: Season 5: Riot FOMO (Episode 1),,Roku 3 Set Top Box,00:00:12,Not latest view,US (United States)
Dennis,2017-06-11 07:42:27,00:06:56,,American Dad!: Season 3: The Vacation Goo (Episode 1),,Apple iPhone 6,00:21:27,00:21:27,US (United States)
Dennis,2017-06-11 05:09:10,00:05:53,,American Dad!: Season 3: The Vacation Goo (Episode 1),,Chrome PC (Cadmium),00:14:40,Not latest view,US (United States)
Dennis,2017-06-11 00:19:12,00:07:49,,American Dad!: Season 3: The Vacation Goo (Episode 1),,Chrome PC (Cadmium),00:08:47,Not latest view,US (United States)
Dennis,2017-06-10 08:45:07,00:08:27,,American Dad!: Season 3: Meter Made (Episode 2),,Apple iPhone 6,00:21:20,00:21:20,US (United States)
Dennis,2017-06-10 06:08:53,01:32:07,Autoplayed: user action: Unspecified; ,"Food, Inc.",,Roku 3 Set Top Box,01:32:10,01:32:10,US (United States)
Dennis,2017-06-10 04:27:10,00:07:10,,American Dad!: Season 3: Meter Made (Episode 2),,Chrome PC (Cadmium),00:12:59,Not latest view,US (United States)
Dennis,2017-06-09 22:07:32,00:05:33,,American Dad!: Season 3: Meter Made (Episode 2),,Apple iPhone 6,00:05:56,Not latest view,US (United States)
Dennis,2017-06-09 17:21:27,00:20:42,,American Dad!: Season 3: Dope & Faith (Episode 3),,Apple iPhone 6,00:21:24,00:21:24,US (United States)
Dennis,2017-06-07 03:39:39,01:21:25,Autoplayed: user action: Unspecified; ,They Call Us Monsters,,Roku 3 Set Top Box,01:21:25,01:21:25,US (United States)
Dennis,2017-06-04 21:45:33,00:21:54,,That '70s Show: Season 5: Babe I'm Gonna Leave You (Episode 14),,Roku 3 Set Top Box,00:21:54,Not latest view,US (United States)
Dennis,2017-06-04 21:22:53,00:21:55,,That '70s Show: Season 5: Your Time Is Gonna Come (Episode 13),,Roku 3 Set Top Box,00:21:55,Not latest view,US (United States)
Dennis,2017-06-04 21:01:13,00:21:38,,That '70s Show: Season 5: Misty Mountain Hop (Episode 12),,Roku 3 Set Top Box,00:21:42,Not latest view,US (United States)
Dennis,2017-06-04 20:38:58,00:21:57,,That '70s Show: Season 5: The Girl I Love (Episode 11),,Roku 3 Set Top Box,00:21:57,Not latest view,US (United States)
Dennis,2017-06-04 20:17:09,00:21:24,,That '70s Show: Season 5: The Crunge (Episode 10),,Roku 3 Set Top Box,00:21:24,Not latest view,US (United States)
Dennis,2017-06-04 19:54:58,00:21:50,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: Black Dog (Episode 9),,Roku 3 Set Top Box,00:21:50,Not latest view,US (United States)
Dennis,2017-06-04 19:54:38,00:00:04,,The Ranch: Part 1: Back Where I Come From (Episode 1),,Roku 3 Set Top Box,00:00:04,Not latest view,US (United States)
Dennis,2017-06-04 19:32:51,00:21:25,,That '70s Show: Season 5: Thank You (Episode 8),,Roku 3 Set Top Box,00:21:25,Not latest view,US (United States)
Dennis,2017-06-04 19:11:20,00:21:30,,That '70s Show: Season 5: Hot Dog (Episode 7),,Roku 3 Set Top Box,00:21:38,Not latest view,US (United States)
Dennis,2017-06-04 18:49:03,00:21:55,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: Over the Hills and Far Away (Episode 6),,Roku 3 Set Top Box,00:21:55,Not latest view,US (United States)
Dennis,2017-05-16 20:14:48,00:06:31,,The Office (U.S.): Season 2: The Dundies (Episode 1),,Apple iPhone 6,00:07:11,Not latest view,US (United States)
Dennis,2017-05-15 22:07:45,00:05:00,,The Office (U.S.): Season 1: Health Care (Episode 3),,Apple iPhone 6,00:20:32,Not latest view,US (United States)
Dennis,2017-05-15 01:11:33,00:00:07,Autoplayed: user action: Unspecified; ,#Horror,,Roku 3 Set Top Box,00:00:07,00:00:07,US (United States)
Dennis,2017-05-11 21:13:58,00:11:19,,The Office (U.S.): Season 1: Health Care (Episode 3),,Apple iPhone 6,00:15:53,Not latest view,US (United States)
Dennis,2017-05-10 22:07:05,00:03:58,,The Office (U.S.): Season 1: Health Care (Episode 3),,Apple iPhone 6,00:04:42,Not latest view,US (United States)
Dennis,2017-05-10 17:18:39,00:02:14,,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Apple iPhone 6,00:14:51,Not latest view,US (United States)
Dennis,2017-05-10 00:14:31,00:21:56,,That '70s Show: Season 5: Ramble On (Episode 5),,Roku 3 Set Top Box,00:21:56,Not latest view,US (United States)
Dennis,2017-05-09 23:52:14,00:21:56,,That '70s Show: Season 5: Heartbreaker (Episode 4),,Roku 3 Set Top Box,00:21:56,Not latest view,US (United States)
Dennis,2017-05-09 23:29:58,00:21:55,,That '70s Show: Season 5: What Is and What Should Never Be (Episode 3),,Roku 3 Set Top Box,00:21:55,Not latest view,US (United States)
Dennis,2017-05-09 23:07:41,00:21:57,,That '70s Show: Season 5: I Can't Quit You Baby (Episode 2),,Roku 3 Set Top Box,00:21:57,Not latest view,US (United States)
Dennis,2017-05-09 23:06:50,00:00:34,Autoplayed: user action: Unspecified; ,That '70s Show: Season 5: Going to California (Episode 1),,Roku 3 Set Top Box,00:21:53,Not latest view,US (United States)
Dennis,2017-05-09 21:22:16,00:08:03,,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Apple iPhone 6,00:12:20,Not latest view,US (United States)
Dennis,2017-05-08 22:05:34,00:03:45,,The Office (U.S.): Season 1: Diversity Day (Episode 2),,Apple iPhone 6,00:04:25,Not latest view,US (United States)
Dennis,2017-05-08 17:41:02,00:08:37,,Sense8: Season 2: Who Am I? (Episode 2),,Apple iPhone 6,00:10:46,00:10:46,US (United States)
Dennis,2017-05-08 07:45:14,00:10:16,,Dear White People: Volume 1: Chapter X (Episode 10),,Apple iPhone 6,00:28:28,00:28:28,US (United States)
Dennis,2017-05-07 19:26:16,00:00:23,Autoplayed: user action: Unspecified; ,13 Reasons Why: Beyond the Reasons,,Roku 3 Set Top Box,00:00:23,00:00:23,US (United States)
Dennis,2017-05-07 18:25:31,00:58:46,,"13 Reasons Why: Season 1: Tape 7, Side A (Episode 13)",,Roku 3 Set Top Box,00:57:57,00:57:57,US (United States)
Dennis,2017-05-07 17:25:04,01:00:22,Autoplayed: user action: Unspecified; ,"13 Reasons Why: Season 1: Tape 6, Side B (Episode 12)",,Roku 3 Set Top Box,00:59:31,00:59:31,US (United States)
Dennis,2017-05-07 02:37:57,00:16:01,,Dear White People: Volume 1: Chapter X (Episode 10),,Chrome PC (Cadmium),00:18:12,Not latest view,US (United States)
Dennis,2017-05-06 21:34:15,00:02:23,,Dear White People: Volume 1: Chapter X (Episode 10),,Chrome PC (Cadmium),00:02:23,Not latest view,US (United States)
Dennis,2017-05-06 07:36:44,00:04:36,,Dear White People: Volume 1: Chapter IX (Episode 9),,Apple iPhone 6,00:19:56,00:19:56,US (United States)
